defect_id,reported_at,reported_by_source,module,severity,status,asset_id,location_id,short_description
BUG003216,2025-09-10 21:51:43,Internal User,Work Orders,High,Resolved,AST000512,,WO status not updating
BUG003217,2024-12-13 13:34:53,Field Mobile,Work Orders,Medium,In Review,AST000584,,WO status not updating
BUG003218,2024-12-22 19:37:44,Permissions,Assets,Medium,Resolved,AST000658,,Report filter returns empty
BUG003219,2025-10-08 08:30:12,Field Mobile,Reporting,Low,Resolved,AST000142,,Asset hierarchy missing
BUG003220,2025-11-01 09:54:37,Integration,Reporting,Medium,Resolved,AST001071,,Report filter returns empty
BUG003221,2025-04-17 02:11:31,Field Mobile,Reporting,Low,Resolved,AST000749,,Asset hierarchy missing
BUG003222,2025-02-23 04:09:35,Integration,Assets,Medium,Open,AST000505,,Mobile form validation error
BUG003223,2025-09-13 13:59:40,Data Quality,Inventory,Low,Won't Fix,AST000271,,Login timeout / session issue
BUG003224,2025-01-28 03:08:32,Field Mobile,Inventory,Low,In Review,AST000217,LOC0009,Duplicate records in export
BUG003225,2024-11-18 15:13:38,Data Quality,Reporting,Low,Open,AST000286,,Sync conflict on offline mode
BUG003226,2024-06-14 10:22:51,Internal User,User Access,Low,Open,,,Mobile form validation error
BUG003227,2025-11-26 07:53:47,Data Quality,Mobile Sync,High,Open,,LOC0017,Duplicate records in export
BUG003228,2024-02-27 06:30:39,Internal User,Work Orders,Low,Resolved,AST000543,,WO status not updating
BUG003229,2024-01-09 17:54:27,Field Mobile,Assets,High,Resolved,,,Mobile form validation error
BUG003230,2024-12-08 04:49:14,Internal User,Work Orders,Medium,Resolved,AST001175,,Sync conflict on offline mode
BUG003231,2024-02-17 08:20:11,Field Mobile,User Access,High,In Review,AST000101,LOC0023,Mobile form validation error
BUG003232,2025-01-30 19:49:21,Integration,Mobile Sync,Low,Resolved,AST000755,,Incorrect priority mapping
BUG003233,2025-03-26 11:18:26,Permissions,Reporting,High,Open,AST001187,,WO status not updating
BUG003234,2025-02-10 14:50:42,Internal User,Reporting,High,Open,,,Sync conflict on offline mode
BUG003235,2025-11-10 03:05:40,Internal User,Assets,Medium,Resolved,AST001043,,Duplicate records in export
BUG003236,2025-07-15 23:09:05,Field Mobile,Assets,Low,Resolved,,,Report filter returns empty
BUG003237,2025-01-16 00:43:25,Internal User,Assets,High,Open,AST000271,,Login timeout / session issue
BUG003238,2025-01-22 23:52:46,Field Mobile,Work Orders,Low,Resolved,AST001136,,Date parsing issue during import
BUG003239,2025-03-08 12:31:37,Permissions,User Access,Medium,Resolved,AST000859,,Incorrect priority mapping
BUG003240,2025-09-21 02:41:27,Integration,Assets,Low,Resolved,AST000910,,Incorrect priority mapping
BUG003241,2024-12-06 08:57:12,Internal User,Mobile Sync,Low,Resolved,AST000488,,Incorrect priority mapping
BUG003242,2024-04-28 02:25:39,Internal User,Reporting,Medium,Resolved,AST000503,LOC0009,Date parsing issue during import
BUG003243,2024-01-26 02:06:33,Internal User,Assets,Low,Won't Fix,AST000107,,Sync conflict on offline mode
BUG003244,2025-06-06 21:57:54,Field Mobile,Assets,Medium,Open,AST000521,,Barcode scan fails intermittently
BUG003245,2024-08-27 09:33:09,Field Mobile,Assets,Low,Resolved,AST000072,,Login timeout / session issue
BUG003246,2024-12-28 05:28:36,Internal User,Work Orders,Low,In Review,AST000721,,Asset hierarchy missing
BUG003247,2025-09-20 17:47:09,Internal User,Reporting,Low,Resolved,AST000237,,Duplicate records in export
BUG003248,2025-10-18 22:25:14,Field Mobile,User Access,Medium,Resolved,AST000231,,Sync conflict on offline mode
BUG003249,2025-03-08 20:18:32,Data Quality,Work Orders,Medium,Resolved,AST000380,LOC0011,Login timeout / session issue
BUG003250,2024-11-19 22:56:26,Field Mobile,Inventory,Medium,In Review,AST000767,,Barcode scan fails intermittently
BUG003251,2024-08-09 05:03:42,Integration,Work Orders,Medium,Open,AST000728,,Barcode scan fails intermittently
BUG003252,2025-06-24 20:14:24,Internal User,Reporting,Medium,Resolved,,,Date parsing issue during import
BUG003253,2025-04-25 06:59:12,Field Mobile,Inventory,Low,Open,AST000287,,Date parsing issue during import
BUG003254,2024-11-14 17:03:09,Data Quality,Mobile Sync,High,Resolved,AST000408,,Login timeout / session issue
BUG003255,2025-02-24 00:05:27,Integration,Reporting,Low,Resolved,AST000181,,Incorrect priority mapping
BUG003256,2025-09-02 15:12:21,Permissions,Assets,Low,Resolved,AST000426,LOC0011,WO status not updating
BUG003257,2024-08-13 10:13:56,Field Mobile,Assets,Low,Resolved,,,Duplicate records in export
BUG003258,2025-06-22 20:05:43,Integration,Mobile Sync,Medium,Resolved,AST000386,,Date parsing issue during import
BUG003259,2024-12-17 19:54:41,Integration,Work Orders,Low,Open,AST000991,LOC0020,Barcode scan fails intermittently
BUG003260,2025-06-01 21:19:58,Internal User,Mobile Sync,Medium,Resolved,,,Asset hierarchy missing
BUG003261,2025-03-25 20:47:32,Data Quality,Mobile Sync,High,In Review,,,Duplicate records in export
BUG003262,2024-10-30 08:53:29,Field Mobile,User Access,Low,Resolved,AST000454,,Asset hierarchy missing
BUG003263,2024-01-15 04:20:15,Integration,Assets,Low,Resolved,AST001077,,Mobile form validation error
BUG003264,2024-01-14 19:51:48,Internal User,Mobile Sync,Low,Resolved,AST000511,,Date parsing issue during import
BUG003265,2024-02-18 10:03:00,Integration,Inventory,Low,In Review,AST001167,,WO status not updating
BUG003266,2025-08-31 08:31:12,Internal User,Work Orders,Medium,Open,AST000323,,Report filter returns empty
BUG003267,2024-12-11 07:02:41,Integration,Mobile Sync,Critical,Resolved,AST000895,,Login timeout / session issue
BUG003268,2025-03-26 22:08:58,Integration,Mobile Sync,Critical,Open,,,Mobile form validation error
BUG003269,2024-09-03 19:10:46,Internal User,Work Orders,Medium,Open,AST000735,,Barcode scan fails intermittently
BUG003270,2025-03-15 21:34:49,Field Mobile,User Access,High,Resolved,,,Barcode scan fails intermittently
BUG003271,2024-01-28 03:33:38,Field Mobile,Assets,Medium,Open,,,Sync conflict on offline mode
BUG003272,2024-06-14 03:56:07,Field Mobile,Assets,Medium,Resolved,AST000376,,Barcode scan fails intermittently
BUG003273,2025-12-05 22:07:53,Field Mobile,Reporting,Low,Resolved,,LOC0021,Sync conflict on offline mode
BUG003274,2024-08-07 16:53:08,Data Quality,Reporting,Medium,Resolved,AST001200,,Barcode scan fails intermittently
BUG003275,2025-06-06 00:00:47,Field Mobile,Inventory,High,Resolved,AST000101,,Barcode scan fails intermittently
BUG003276,2025-09-19 16:40:12,Permissions,Work Orders,Low,Resolved,AST001156,LOC0014,Asset hierarchy missing
BUG003277,2024-12-24 06:04:06,Integration,Reporting,Medium,In Review,AST001153,LOC0007,Sync conflict on offline mode
BUG003278,2025-12-14 14:24:57,Field Mobile,Work Orders,Low,Resolved,AST001064,,Mobile form validation error
BUG003279,2025-02-18 07:34:55,Field Mobile,Work Orders,High,Open,AST000293,LOC0004,WO status not updating
BUG003280,2024-08-15 19:38:23,Data Quality,Work Orders,High,Open,,,Report filter returns empty
BUG003281,2025-03-15 18:22:06,Internal User,Inventory,Medium,Resolved,AST000355,,Incorrect priority mapping
BUG003282,2025-12-05 01:46:38,Field Mobile,Assets,Medium,Resolved,AST000530,,WO status not updating
BUG003283,2025-02-11 19:18:51,Field Mobile,Work Orders,High,Open,AST000055,,Report filter returns empty
BUG003284,2024-11-17 13:37:26,Integration,Assets,Low,Resolved,AST000726,,WO status not updating
BUG003285,2024-12-26 08:08:41,Internal User,Mobile Sync,Low,Open,,,Login timeout / session issue
BUG003286,2024-02-24 07:05:54,Integration,Assets,Low,In Review,AST000008,LOC0022,Date parsing issue during import
BUG003287,2024-11-25 06:24:54,Field Mobile,Mobile Sync,Low,Resolved,,,Duplicate records in export
BUG003288,2025-04-30 08:36:47,Internal User,Reporting,Medium,In Review,AST000286,,WO status not updating
BUG003289,2025-11-29 19:38:24,Field Mobile,Work Orders,Low,In Review,AST000225,,Barcode scan fails intermittently
BUG003290,2024-09-08 07:06:43,Internal User,Work Orders,Low,Resolved,,,Report filter returns empty
BUG003291,2025-09-22 21:35:45,Field Mobile,Assets,Low,Open,AST000909,,Barcode scan fails intermittently
BUG003292,2024-01-18 16:21:40,Integration,Reporting,Low,In Review,AST000630,,WO status not updating
BUG003293,2024-04-27 22:18:14,Field Mobile,Assets,Low,Resolved,AST000906,,Barcode scan fails intermittently
BUG003294,2024-07-29 19:32:39,Permissions,Work Orders,Medium,Resolved,AST000351,,Date parsing issue during import
BUG003295,2025-07-11 04:21:43,Field Mobile,Assets,High,Resolved,AST000307,,WO status not updating
BUG003296,2024-05-02 05:39:58,Integration,Work Orders,Medium,Open,AST000856,,Barcode scan fails intermittently
BUG003297,2025-01-18 01:47:08,Internal User,Work Orders,Low,Resolved,AST000113,,Asset hierarchy missing
BUG003298,2025-05-31 02:15:23,Data Quality,Work Orders,Low,Resolved,AST000276,,Incorrect priority mapping
BUG003299,2025-05-19 13:07:29,Data Quality,Work Orders,Low,Resolved,AST001037,,Sync conflict on offline mode
BUG003300,2025-09-13 04:56:29,Internal User,Assets,Low,Resolved,AST000136,,Sync conflict on offline mode
BUG003301,2025-01-03 09:16:32,Field Mobile,Assets,Low,In Review,,,Duplicate records in export
BUG003302,2025-11-08 14:25:13,Field Mobile,Reporting,Low,Resolved,AST000399,,Date parsing issue during import
BUG003303,2024-12-06 09:29:04,Field Mobile,User Access,Medium,Resolved,AST000161,,Mobile form validation error
BUG003304,2025-02-24 08:13:13,Internal User,Work Orders,Low,Resolved,,,Barcode scan fails intermittently
BUG003305,2024-11-07 19:58:54,Data Quality,Assets,Low,Open,AST000354,LOC0013,Mobile form validation error
BUG003306,2024-09-06 01:54:59,Data Quality,Work Orders,Low,Resolved,,,Asset hierarchy missing
BUG003307,2025-05-14 18:11:36,Internal User,Work Orders,Medium,Won't Fix,AST001016,,Duplicate records in export
BUG003308,2025-01-15 07:00:24,Field Mobile,Work Orders,Medium,Resolved,AST000329,,Date parsing issue during import
BUG003309,2025-05-17 08:09:45,Internal User,User Access,Low,Resolved,AST000876,,Asset hierarchy missing
BUG003310,2024-08-07 13:02:47,Integration,Mobile Sync,Low,Resolved,,,Sync conflict on offline mode
BUG003311,2025-05-15 23:45:18,Permissions,Reporting,Medium,Resolved,,,WO status not updating
BUG003312,2024-11-14 07:17:50,Field Mobile,Assets,High,Open,AST000881,,Date parsing issue during import
BUG003313,2024-04-30 13:46:52,Data Quality,Work Orders,Low,Open,AST000464,,Date parsing issue during import
BUG003314,2025-12-19 02:25:46,Integration,Reporting,Medium,Resolved,AST000712,,WO status not updating
BUG003315,2024-02-24 21:57:10,Data Quality,Work Orders,Low,Resolved,AST000384,,Mobile form validation error
BUG003316,2025-10-05 20:44:52,Data Quality,Assets,Medium,Open,AST000022,,Mobile form validation error
BUG003317,2025-08-13 04:51:52,Field Mobile,User Access,High,Resolved,AST000451,,Report filter returns empty
BUG003318,2024-08-29 18:01:50,Internal User,Reporting,Low,Resolved,AST001127,,Asset hierarchy missing
BUG003319,2025-01-12 17:00:11,Field Mobile,Work Orders,Medium,Resolved,AST000647,,Login timeout / session issue
BUG003320,2024-01-24 21:39:56,Integration,Assets,High,Open,AST000191,,Sync conflict on offline mode
BUG003321,2025-05-14 10:16:36,Field Mobile,Assets,Medium,In Review,AST000455,,Date parsing issue during import
BUG003322,2024-06-03 07:34:11,Field Mobile,Mobile Sync,High,Open,,,WO status not updating
BUG003323,2025-08-23 04:49:22,Field Mobile,Work Orders,Low,Won't Fix,AST000614,,Sync conflict on offline mode
BUG003324,2025-06-16 16:58:53,Permissions,Assets,Medium,Open,AST000341,,Asset hierarchy missing
BUG003325,2025-05-26 00:21:05,Internal User,Work Orders,High,Open,AST001051,LOC0013,WO status not updating
BUG003326,2024-02-09 05:26:31,Field Mobile,Mobile Sync,High,Resolved,,,Barcode scan fails intermittently
BUG003327,2024-10-18 10:12:47,Internal User,Reporting,Low,Resolved,AST000034,LOC0004,Incorrect priority mapping
BUG003328,2024-10-27 10:03:12,Integration,Inventory,High,Resolved,AST000906,,WO status not updating
BUG003329,2025-10-05 04:00:18,Internal User,Assets,Medium,Resolved,AST000922,,Duplicate records in export
BUG003330,2024-10-23 23:53:08,Field Mobile,Work Orders,Low,Resolved,,,Mobile form validation error
BUG003331,2024-08-09 10:28:08,Field Mobile,Inventory,High,In Review,AST000633,,Mobile form validation error
BUG003332,2025-03-12 12:32:47,Internal User,Assets,Low,Resolved,AST000773,,Barcode scan fails intermittently
BUG003333,2025-12-17 20:47:08,Field Mobile,Mobile Sync,Low,In Review,AST000780,,Report filter returns empty
BUG003334,2024-12-04 17:27:56,Field Mobile,Work Orders,Medium,Resolved,AST000958,,WO status not updating
BUG003335,2025-04-29 08:22:53,Internal User,Assets,Low,Open,AST001186,LOC0014,Duplicate records in export
BUG003336,2024-03-29 22:12:59,Field Mobile,Inventory,Low,Resolved,AST000516,,Mobile form validation error
BUG003337,2024-11-16 16:52:52,Integration,Reporting,Low,Resolved,AST000938,,Duplicate records in export
BUG003338,2024-01-30 22:47:32,Field Mobile,User Access,Medium,Won't Fix,AST000548,,Incorrect priority mapping
BUG003339,2024-07-25 18:36:25,Integration,Assets,Medium,Resolved,AST001063,,Barcode scan fails intermittently
BUG003340,2024-08-29 08:53:43,Integration,Mobile Sync,Medium,Resolved,AST001107,,Mobile form validation error
BUG003341,2025-07-09 18:05:48,Data Quality,Work Orders,Low,Open,,,Duplicate records in export
BUG003342,2025-03-04 22:34:37,Internal User,Mobile Sync,High,In Review,AST000960,,Report filter returns empty
BUG003343,2024-11-11 08:31:00,Field Mobile,Work Orders,Low,Resolved,,,Login timeout / session issue
BUG003344,2025-10-29 09:30:54,Integration,Work Orders,Low,Resolved,,,Asset hierarchy missing
BUG003345,2024-06-22 03:57:54,Data Quality,Assets,Critical,Resolved,,,Incorrect priority mapping
BUG003346,2025-05-10 13:43:35,Field Mobile,Work Orders,Low,Resolved,AST000670,LOC0024,Login timeout / session issue
BUG003347,2024-04-25 19:12:31,Field Mobile,Work Orders,Medium,In Review,AST000551,,Report filter returns empty
BUG003348,2025-09-30 19:50:38,Field Mobile,Reporting,High,Resolved,AST000335,,Incorrect priority mapping
BUG003349,2024-09-16 15:28:17,Field Mobile,Inventory,High,Resolved,AST000614,,Barcode scan fails intermittently
BUG003350,2024-06-20 14:16:04,Integration,Reporting,Medium,In Review,AST000854,LOC0020,Sync conflict on offline mode
BUG003351,2024-12-10 01:22:39,Integration,Work Orders,Medium,In Review,AST000057,,Barcode scan fails intermittently
BUG003352,2024-05-27 16:46:11,Integration,Work Orders,Low,Open,AST000533,,Incorrect priority mapping
BUG003353,2025-07-19 13:42:53,Data Quality,Inventory,Medium,Resolved,AST000472,,Sync conflict on offline mode
BUG003354,2025-04-07 10:12:12,Field Mobile,Assets,Low,Resolved,AST000758,,Login timeout / session issue
BUG003355,2025-07-16 13:06:44,Integration,User Access,Low,Resolved,AST000665,,Sync conflict on offline mode
BUG003356,2024-02-12 05:21:12,Field Mobile,Inventory,Medium,Resolved,AST000133,,Report filter returns empty
BUG003357,2024-08-07 17:54:59,Integration,Work Orders,Low,Open,AST000106,LOC0025,Date parsing issue during import
BUG003358,2025-11-24 22:50:46,Data Quality,Assets,Medium,Resolved,AST000271,,Mobile form validation error
BUG003359,2025-04-15 16:42:29,Field Mobile,Work Orders,High,Open,AST000891,,Date parsing issue during import
BUG003360,2025-08-28 20:42:34,Integration,Work Orders,Medium,Resolved,AST000320,,Mobile form validation error
BUG003361,2024-06-22 11:10:43,Field Mobile,Work Orders,Low,Resolved,AST000413,,Incorrect priority mapping
BUG003362,2025-03-07 03:53:48,Permissions,Reporting,Low,Resolved,AST000275,,Date parsing issue during import
BUG003363,2024-05-14 07:56:41,Data Quality,Inventory,Low,Open,AST000538,,Date parsing issue during import
BUG003364,2025-01-15 03:56:24,Internal User,Mobile Sync,High,Open,AST000408,,Sync conflict on offline mode
BUG003365,2024-05-03 08:35:51,Integration,Assets,High,In Review,AST000437,,Duplicate records in export
BUG003366,2024-10-02 13:39:10,Integration,Mobile Sync,Medium,Resolved,AST000933,,Mobile form validation error
BUG003367,2025-05-21 18:11:17,Internal User,Reporting,High,Won't Fix,,LOC0019,WO status not updating
BUG003368,2024-08-03 04:29:38,Field Mobile,Assets,High,Resolved,,,Asset hierarchy missing
BUG003369,2025-02-27 05:05:43,Integration,Work Orders,Medium,Resolved,AST000852,,Asset hierarchy missing
BUG003370,2024-08-06 01:52:09,Permissions,Reporting,Medium,Resolved,AST000371,,Incorrect priority mapping
BUG003371,2024-01-19 17:30:14,Field Mobile,Inventory,Medium,Resolved,AST000933,,Mobile form validation error
BUG003372,2024-11-26 04:26:12,Field Mobile,Work Orders,High,In Review,AST000865,LOC0008,Duplicate records in export
BUG003373,2025-07-06 00:39:54,Field Mobile,Assets,Low,Resolved,AST000976,,Login timeout / session issue
BUG003374,2024-09-29 01:37:04,Internal User,Mobile Sync,High,Open,AST000427,,WO status not updating
BUG003375,2024-09-08 07:03:41,Internal User,Reporting,Medium,Open,,,Mobile form validation error
BUG003376,2025-01-12 15:56:32,Data Quality,Work Orders,High,In Review,AST000235,,WO status not updating
BUG003377,2024-12-10 13:06:42,Internal User,Reporting,High,Resolved,AST000133,,Sync conflict on offline mode
BUG003378,2024-08-28 07:07:10,Internal User,Reporting,Low,Open,AST001152,,Incorrect priority mapping
BUG003379,2025-08-18 21:50:42,Internal User,Reporting,High,Resolved,AST000754,,WO status not updating
BUG003380,2025-11-28 21:10:32,Permissions,Mobile Sync,Low,Resolved,AST001066,,Mobile form validation error
BUG003381,2025-02-25 19:22:11,Integration,Inventory,Medium,Resolved,AST000188,,Date parsing issue during import
BUG003382,2024-08-08 08:36:47,Internal User,Work Orders,Critical,Open,AST000127,,Barcode scan fails intermittently
BUG003383,2024-11-22 17:24:13,Permissions,Mobile Sync,Critical,Resolved,AST000677,LOC0020,Barcode scan fails intermittently
BUG003384,2024-07-13 08:32:59,Permissions,Assets,Low,Resolved,AST000484,,Duplicate records in export
BUG003385,2025-02-26 15:16:04,Field Mobile,Reporting,High,Resolved,AST000175,,Duplicate records in export
BUG003386,2025-05-27 20:13:42,Data Quality,Reporting,Low,Open,AST000346,LOC0022,Duplicate records in export
BUG003387,2024-01-04 09:46:13,Permissions,Mobile Sync,Medium,In Review,AST000943,,Barcode scan fails intermittently
BUG003388,2024-03-10 07:09:56,Data Quality,Mobile Sync,Low,Resolved,,,Report filter returns empty
BUG003389,2025-06-09 05:26:56,Data Quality,Reporting,Medium,Open,AST000344,,Login timeout / session issue
BUG003390,2025-07-21 20:09:45,Permissions,Reporting,Medium,Open,AST000481,,Asset hierarchy missing
BUG003391,2025-09-27 16:52:13,Field Mobile,Work Orders,Medium,In Review,AST000066,,WO status not updating
BUG003392,2025-12-03 02:42:37,Field Mobile,Work Orders,Low,Resolved,,LOC0018,Report filter returns empty
BUG003393,2025-06-09 16:05:24,Integration,Assets,Low,Resolved,AST000464,,WO status not updating
BUG003394,2024-10-22 03:56:34,Field Mobile,Reporting,High,Resolved,AST000426,,Date parsing issue during import
BUG003395,2024-10-20 10:20:38,Field Mobile,Reporting,Low,Resolved,AST000708,LOC0022,Duplicate records in export
BUG003396,2024-08-27 06:06:07,Field Mobile,Work Orders,Medium,Resolved,AST000894,,Date parsing issue during import
BUG003397,2024-12-14 08:38:31,Internal User,Work Orders,Low,In Review,,LOC0013,Report filter returns empty
BUG003398,2025-06-11 01:35:29,Integration,Work Orders,Medium,Resolved,AST000391,LOC0006,Date parsing issue during import
BUG003399,2024-03-26 08:53:14,Permissions,Reporting,Medium,Open,AST000515,LOC0020,Date parsing issue during import
BUG003400,2024-06-18 01:32:59,Field Mobile,Work Orders,Low,In Review,,,Barcode scan fails intermittently
BUG003401,2025-10-14 08:42:08,Field Mobile,Reporting,High,In Review,,,Duplicate records in export
BUG003402,2024-07-10 04:19:36,Field Mobile,Work Orders,Low,Open,AST000841,,Sync conflict on offline mode
BUG003403,2025-11-27 04:45:06,Field Mobile,User Access,Critical,In Review,AST000276,,Incorrect priority mapping
BUG003404,2025-12-15 21:38:03,Field Mobile,Work Orders,High,Open,AST000160,,Barcode scan fails intermittently
BUG003405,2025-08-19 11:36:45,Field Mobile,Work Orders,Low,Resolved,AST001193,,WO status not updating
BUG003406,2024-12-22 16:47:52,Field Mobile,Assets,High,Resolved,AST000381,LOC0010,Barcode scan fails intermittently
BUG003407,2025-12-11 18:44:57,Field Mobile,Reporting,Low,Open,AST000248,,Barcode scan fails intermittently
BUG003408,2024-07-21 08:44:09,Field Mobile,Inventory,Medium,Resolved,AST000285,,Mobile form validation error
BUG003409,2025-06-01 08:46:50,Data Quality,Assets,Medium,Resolved,AST000535,,Duplicate records in export
BUG003410,2024-06-14 06:28:05,Data Quality,Assets,Low,Resolved,,,Barcode scan fails intermittently
BUG003411,2025-02-23 02:10:11,Internal User,Work Orders,Medium,Open,AST001095,,Duplicate records in export
BUG003412,2025-06-19 21:19:12,Field Mobile,Work Orders,High,Open,,,Sync conflict on offline mode
BUG003413,2025-03-20 01:11:13,Internal User,Mobile Sync,Low,Resolved,AST000924,,Report filter returns empty
BUG003414,2025-06-19 13:41:55,Internal User,Assets,Medium,In Review,,,Report filter returns empty
BUG003415,2025-06-17 01:44:15,Permissions,User Access,High,Resolved,,,Barcode scan fails intermittently
BUG003416,2024-04-19 02:31:28,Data Quality,Assets,Low,Resolved,AST001017,,WO status not updating
BUG003417,2024-03-15 12:23:13,Permissions,Work Orders,Low,Won't Fix,AST000608,,Login timeout / session issue
BUG003418,2025-01-09 00:31:21,Data Quality,Assets,Low,Resolved,AST000918,,WO status not updating
BUG003419,2024-05-30 01:58:17,Field Mobile,Assets,Medium,Open,AST000651,LOC0005,Login timeout / session issue
BUG003420,2025-12-15 09:14:25,Field Mobile,Assets,Low,Resolved,AST001151,LOC0024,Sync conflict on offline mode
BUG003421,2024-03-11 10:14:46,Internal User,Reporting,Low,Won't Fix,AST000324,,Barcode scan fails intermittently
BUG003422,2025-05-21 07:35:24,Internal User,Assets,Medium,In Review,AST000198,,WO status not updating
BUG003423,2024-11-13 08:31:14,Data Quality,Assets,Medium,Open,AST000231,,Barcode scan fails intermittently
BUG003424,2025-08-12 22:20:16,Field Mobile,Inventory,Medium,Resolved,,,WO status not updating
BUG003425,2025-10-23 15:33:47,Data Quality,Reporting,High,Open,AST001058,,Report filter returns empty
BUG003426,2025-02-17 17:37:21,Data Quality,Reporting,Low,Open,AST000892,,Incorrect priority mapping
BUG003427,2025-05-18 18:59:40,Data Quality,Mobile Sync,Low,Open,,,Report filter returns empty
BUG003428,2024-03-23 13:25:24,Field Mobile,Reporting,High,Resolved,AST000232,,Report filter returns empty
BUG003429,2024-08-02 04:32:50,Integration,Work Orders,Medium,Resolved,AST000934,,WO status not updating
BUG003430,2024-03-12 11:20:34,Permissions,Work Orders,Medium,Resolved,,,Barcode scan fails intermittently
BUG003431,2024-06-01 07:11:25,Permissions,Assets,Critical,Resolved,AST000194,,Report filter returns empty
BUG003432,2025-04-29 07:46:24,Field Mobile,Reporting,Medium,Resolved,AST000889,,Duplicate records in export
BUG003433,2025-08-31 05:46:08,Internal User,Work Orders,High,In Review,AST000373,,Mobile form validation error
BUG003434,2025-07-04 04:09:21,Field Mobile,Work Orders,Low,In Review,AST000769,,Duplicate records in export
BUG003435,2025-06-18 04:41:29,Field Mobile,Mobile Sync,Low,Won't Fix,AST000425,,Incorrect priority mapping
BUG003436,2025-09-05 05:45:06,Data Quality,Mobile Sync,Low,Resolved,AST000382,,Incorrect priority mapping
BUG003437,2025-11-18 17:16:04,Integration,Mobile Sync,Medium,Open,AST001032,,Duplicate records in export
BUG003438,2025-07-09 07:43:39,Field Mobile,Work Orders,Medium,Resolved,AST000113,,Report filter returns empty
BUG003439,2025-10-29 10:24:07,Permissions,Mobile Sync,High,In Review,,LOC0020,Login timeout / session issue
BUG003440,2025-12-29 07:02:49,Integration,Reporting,Low,Resolved,AST000512,LOC0018,Date parsing issue during import
BUG003441,2025-10-31 11:21:56,Internal User,Inventory,Medium,In Review,AST001120,,Duplicate records in export
BUG003442,2024-08-20 22:54:26,Field Mobile,Work Orders,High,Resolved,AST000030,LOC0024,Asset hierarchy missing
BUG003443,2024-02-01 02:03:48,Field Mobile,Mobile Sync,Low,Open,AST000861,LOC0017,Barcode scan fails intermittently
BUG003444,2025-05-26 06:03:04,Field Mobile,Mobile Sync,Medium,Open,AST001028,,Incorrect priority mapping
BUG003445,2025-06-24 07:50:39,Integration,Work Orders,High,Open,AST000724,,Login timeout / session issue
BUG003446,2024-01-29 21:47:27,Permissions,Work Orders,Low,Resolved,AST001054,,Duplicate records in export
BUG003447,2025-07-30 17:04:02,Field Mobile,User Access,Low,Open,AST001088,,Incorrect priority mapping
BUG003448,2024-05-10 17:58:34,Internal User,Assets,Medium,Resolved,,,Duplicate records in export
BUG003449,2024-10-23 14:32:16,Field Mobile,Work Orders,Low,Won't Fix,AST000489,LOC0008,Report filter returns empty
BUG003450,2024-03-27 14:15:10,Field Mobile,Work Orders,Low,Resolved,AST000049,,Duplicate records in export
BUG003451,2024-11-22 23:44:06,Field Mobile,Assets,Medium,In Review,AST000824,LOC0002,Mobile form validation error
BUG003452,2024-08-03 15:59:19,Field Mobile,Inventory,Low,Resolved,AST001032,LOC0021,Sync conflict on offline mode
BUG003453,2025-02-05 02:12:27,Field Mobile,Assets,Medium,Open,,,Asset hierarchy missing
BUG003454,2024-11-29 04:22:25,Data Quality,Reporting,Low,In Review,AST000303,,WO status not updating
BUG003455,2025-06-30 07:09:34,Field Mobile,Reporting,Low,In Review,AST000275,,Date parsing issue during import
BUG003456,2024-08-16 01:46:51,Integration,Mobile Sync,Medium,In Review,AST000804,,Sync conflict on offline mode
BUG003457,2024-01-21 04:24:17,Integration,Assets,High,In Review,AST000988,LOC0014,Mobile form validation error
BUG003458,2025-05-01 10:20:58,Field Mobile,Work Orders,High,Open,AST000356,LOC0016,Barcode scan fails intermittently
BUG003459,2024-08-30 02:29:12,Data Quality,Reporting,Low,In Review,AST000331,LOC0014,Date parsing issue during import
BUG003460,2024-02-02 19:20:46,Internal User,Inventory,Low,In Review,AST000118,LOC0021,Report filter returns empty
BUG003461,2024-01-09 02:09:44,Internal User,Work Orders,Low,In Review,AST000040,,Incorrect priority mapping
BUG003462,2025-10-13 14:01:59,Field Mobile,Work Orders,Low,Open,AST001027,,Sync conflict on offline mode
BUG003463,2024-08-17 20:06:23,Field Mobile,Work Orders,Critical,In Review,AST001184,,Barcode scan fails intermittently
BUG003464,2025-09-29 16:57:14,Integration,Reporting,Medium,In Review,,,Mobile form validation error
BUG003465,2025-09-30 03:59:46,Data Quality,Reporting,Medium,Resolved,AST000029,,Incorrect priority mapping
BUG003466,2025-12-02 22:56:40,Internal User,Reporting,Medium,Open,,LOC0021,Barcode scan fails intermittently
BUG003467,2025-04-04 21:21:52,Data Quality,Mobile Sync,Low,Resolved,AST000292,,Sync conflict on offline mode
BUG003468,2025-11-08 17:08:22,Data Quality,Assets,High,Resolved,,LOC0007,Barcode scan fails intermittently
BUG003469,2025-10-08 21:43:37,Field Mobile,User Access,Medium,Resolved,AST001015,,Mobile form validation error
BUG003470,2025-12-13 11:16:14,Field Mobile,Assets,Low,In Review,AST000521,,WO status not updating
BUG003471,2024-08-10 21:11:16,Integration,Reporting,Critical,Resolved,AST001063,,Report filter returns empty
BUG003472,2024-12-15 07:54:20,Field Mobile,Assets,Critical,Open,AST000498,,Login timeout / session issue
BUG003473,2025-05-07 08:31:55,Internal User,User Access,High,In Review,,,Report filter returns empty
BUG003474,2025-10-25 18:50:36,Field Mobile,Assets,Critical,Open,AST001150,,Mobile form validation error
